ID_REGISTRO,ID_IOT,VL_COORDX,VL_COORDY,VL_COORDZ,DTH_REGISTRO,BSSID,RSSI
1625,2,2.96,0.0,0.5,2025-07-31 02:43:30,24:FD:0D:D7:17:4A,-48
1626,1,8.26,0.78,0.57,2025-07-31 02:43:31,24:FD:0D:D7:17:4A,-51
1627,2,2.96,0.0,0.5,2025-07-31 02:43:39,24:FD:0D:D7:17:4A,-54
1628,1,8.26,0.78,0.57,2025-07-31 02:43:40,24:FD:0D:D7:17:4A,-49
1629,2,2.96,0.0,0.5,2025-07-31 02:43:48,24:FD:0D:D7:17:4A,-56
1630,1,8.26,0.78,0.57,2025-07-31 02:43:49,24:FD:0D:D7:17:4A,-51
1631,2,2.96,0.0,0.5,2025-07-31 02:43:57,24:FD:0D:D7:17:4A,-54
1632,1,8.26,0.78,0.57,2025-07-31 02:43:58,24:FD:0D:D7:17:4A,-51
1633,2,2.96,0.0,0.5,2025-07-31 02:44:06,24:FD:0D:D7:17:4A,-49
1634,1,8.26,0.78,0.57,2025-07-31 02:44:07,24:FD:0D:D7:17:4A,-51
1635,2,2.96,0.0,0.5,2025-07-31 02:44:15,24:FD:0D:D7:17:4A,-48
1636,1,8.26,0.78,0.57,2025-07-31 02:44:16,24:FD:0D:D7:17:4A,-51
1637,2,2.96,0.0,0.5,2025-07-31 02:44:24,24:FD:0D:D7:17:4A,-56
1638,1,8.26,0.78,0.57,2025-07-31 02:44:25,24:FD:0D:D7:17:4A,-51
1639,2,2.96,0.0,0.5,2025-07-31 02:44:33,24:FD:0D:D7:17:4A,-49
1640,1,8.26,0.78,0.57,2025-07-31 02:44:34,24:FD:0D:D7:17:4A,-50
1641,2,2.96,0.0,0.5,2025-07-31 02:44:42,24:FD:0D:D7:17:4A,-49
1642,1,8.26,0.78,0.57,2025-07-31 02:44:43,24:FD:0D:D7:17:4A,-51
1643,2,2.96,0.0,0.5,2025-07-31 02:44:51,24:FD:0D:D7:17:4A,-54
1644,1,8.26,0.78,0.57,2025-07-31 02:44:52,24:FD:0D:D7:17:4A,-49
1645,2,2.96,0.0,0.5,2025-07-31 02:45:00,24:FD:0D:D7:17:4A,-48
1646,1,8.26,0.78,0.57,2025-07-31 02:45:01,24:FD:0D:D7:17:4A,-51
1647,2,2.96,0.0,0.5,2025-07-31 02:45:09,24:FD:0D:D7:17:4A,-48
1648,1,8.26,0.78,0.57,2025-07-31 02:45:09,24:FD:0D:D7:17:4A,-51
1649,2,2.96,0.0,0.5,2025-07-31 02:45:18,24:FD:0D:D7:17:4A,-55
1650,1,8.26,0.78,0.57,2025-07-31 02:45:18,24:FD:0D:D7:17:4A,-49
1651,2,2.96,0.0,0.5,2025-07-31 02:45:27,24:FD:0D:D7:17:4A,-54
1652,1,8.26,0.78,0.57,2025-07-31 02:45:27,24:FD:0D:D7:17:4A,-50
1653,2,2.96,0.0,0.5,2025-07-31 02:45:36,24:FD:0D:D7:17:4A,-49
1654,1,8.26,0.78,0.57,2025-07-31 02:45:36,24:FD:0D:D7:17:4A,-49
1655,2,2.96,0.0,0.5,2025-07-31 02:45:45,24:FD:0D:D7:17:4A,-49
1656,1,8.26,0.78,0.57,2025-07-31 02:45:45,24:FD:0D:D7:17:4A,-49
1657,2,2.96,0.0,0.5,2025-07-31 02:45:54,24:FD:0D:D7:17:4A,-49
1658,1,8.26,0.78,0.57,2025-07-31 02:45:54,24:FD:0D:D7:17:4A,-49
1659,2,2.96,0.0,0.5,2025-07-31 02:46:03,24:FD:0D:D7:17:4A,-54
1660,2,2.96,0.0,0.5,2025-07-31 02:46:12,24:FD:0D:D7:17:4A,-48
1661,2,2.96,0.0,0.5,2025-07-31 02:46:21,24:FD:0D:D7:17:4A,-53
1662,2,2.96,0.0,0.5,2025-07-31 02:46:30,24:FD:0D:D7:17:4A,-54
1663,1,8.26,0.78,0.57,2025-07-31 02:46:38,24:FD:0D:D7:17:4A,-51
1664,2,2.96,0.0,0.5,2025-07-31 02:46:39,24:FD:0D:D7:17:4A,-54
1665,1,8.26,0.78,0.57,2025-07-31 02:46:48,24:FD:0D:D7:17:4A,-51
1666,2,2.96,0.0,0.5,2025-07-31 02:46:48,24:FD:0D:D7:17:4A,-54
1667,1,8.26,0.78,0.57,2025-07-31 02:46:56,24:FD:0D:D7:17:4A,-51
1668,2,2.96,0.0,0.5,2025-07-31 02:46:56,24:FD:0D:D7:17:4A,-48
1669,2,2.96,0.0,0.5,2025-07-31 02:47:05,24:FD:0D:D7:17:4A,-54
1670,1,8.26,0.78,0.57,2025-07-31 02:47:05,24:FD:0D:D7:17:4A,-51
1671,2,2.96,0.0,0.5,2025-07-31 02:47:14,24:FD:0D:D7:17:4A,-54
1672,1,8.26,0.78,0.57,2025-07-31 02:47:14,24:FD:0D:D7:17:4A,-51
1673,2,2.96,0.0,0.5,2025-07-31 02:47:23,24:FD:0D:D7:17:4A,-63
1674,1,8.26,0.78,0.57,2025-07-31 02:47:23,24:FD:0D:D7:17:4A,-50
1675,1,8.26,0.78,0.57,2025-07-31 02:47:32,24:FD:0D:D7:17:4A,-50
1676,2,2.96,0.0,0.5,2025-07-31 02:47:32,24:FD:0D:D7:17:4A,-49
1677,1,8.26,0.78,0.57,2025-07-31 02:47:40,24:FD:0D:D7:17:4A,-49
1678,2,2.96,0.0,0.5,2025-07-31 02:47:41,24:FD:0D:D7:17:4A,-48
1679,1,8.26,0.78,0.57,2025-07-31 02:47:49,24:FD:0D:D7:17:4A,-51
1680,2,2.96,0.0,0.5,2025-07-31 02:47:50,24:FD:0D:D7:17:4A,-49
1681,2,2.96,0.0,0.5,2025-07-31 02:47:58,24:FD:0D:D7:17:4A,-54
1682,1,8.26,0.78,0.57,2025-07-31 02:47:58,24:FD:0D:D7:17:4A,-51
1683,2,2.96,0.0,0.5,2025-07-31 02:48:07,24:FD:0D:D7:17:4A,-49
1684,1,8.26,0.78,0.57,2025-07-31 02:48:07,24:FD:0D:D7:17:4A,-49
1685,2,2.96,0.0,0.5,2025-07-31 02:48:16,24:FD:0D:D7:17:4A,-54
1686,1,8.26,0.78,0.57,2025-07-31 02:48:17,24:FD:0D:D7:17:4A,-49
1687,2,2.96,0.0,0.5,2025-07-31 02:48:25,24:FD:0D:D7:17:4A,-48
1688,1,8.26,0.78,0.57,2025-07-31 02:48:26,24:FD:0D:D7:17:4A,-49
1689,2,2.96,0.0,0.5,2025-07-31 02:48:34,24:FD:0D:D7:17:4A,-51
1690,1,8.26,0.78,0.57,2025-07-31 02:48:35,24:FD:0D:D7:17:4A,-51
1691,2,2.96,0.0,0.5,2025-07-31 02:48:43,24:FD:0D:D7:17:4A,-48
1692,1,8.26,0.78,0.57,2025-07-31 02:48:44,24:FD:0D:D7:17:4A,-49
1693,2,2.96,0.0,0.5,2025-07-31 02:48:52,24:FD:0D:D7:17:4A,-54
1694,1,8.26,0.78,0.57,2025-07-31 02:48:53,24:FD:0D:D7:17:4A,-49
1695,2,2.96,0.0,0.5,2025-07-31 02:49:00,24:FD:0D:D7:17:4A,-49
1696,1,8.26,0.78,0.57,2025-07-31 02:49:02,24:FD:0D:D7:17:4A,-51
1697,2,2.96,0.0,0.5,2025-07-31 02:49:09,24:FD:0D:D7:17:4A,-54
1698,1,8.26,0.78,0.57,2025-07-31 02:49:11,24:FD:0D:D7:17:4A,-50
1699,2,2.96,0.0,0.5,2025-07-31 02:49:18,24:FD:0D:D7:17:4A,-49
1700,1,8.26,0.78,0.57,2025-07-31 02:49:20,24:FD:0D:D7:17:4A,-51
1701,2,2.96,0.0,0.5,2025-07-31 02:49:27,24:FD:0D:D7:17:4A,-54
1702,1,8.26,0.78,0.57,2025-07-31 02:49:29,24:FD:0D:D7:17:4A,-50
1703,2,2.96,0.0,0.5,2025-07-31 02:49:36,24:FD:0D:D7:17:4A,-49
1704,1,8.26,0.78,0.57,2025-07-31 02:49:38,24:FD:0D:D7:17:4A,-49
1705,2,2.96,0.0,0.5,2025-07-31 02:49:45,24:FD:0D:D7:17:4A,-48
1706,1,8.26,0.78,0.57,2025-07-31 02:49:47,24:FD:0D:D7:17:4A,-51
1707,2,2.96,0.0,0.5,2025-07-31 02:49:54,24:FD:0D:D7:17:4A,-48
1708,1,8.26,0.78,0.57,2025-07-31 02:49:56,24:FD:0D:D7:17:4A,-49
1709,2,2.96,0.0,0.5,2025-07-31 02:50:03,24:FD:0D:D7:17:4A,-54
1710,1,8.26,0.78,0.57,2025-07-31 02:50:05,24:FD:0D:D7:17:4A,-49
1711,2,2.96,0.0,0.5,2025-07-31 02:50:12,24:FD:0D:D7:17:4A,-49
1712,1,8.26,0.78,0.57,2025-07-31 02:50:14,24:FD:0D:D7:17:4A,-49
1713,2,2.96,0.0,0.5,2025-07-31 02:50:21,24:FD:0D:D7:17:4A,-48
1714,1,8.26,0.78,0.57,2025-07-31 02:50:23,24:FD:0D:D7:17:4A,-51
1715,2,2.96,0.0,0.5,2025-07-31 02:50:29,24:FD:0D:D7:17:4A,-48
1716,1,8.26,0.78,0.57,2025-07-31 02:50:32,24:FD:0D:D7:17:4A,-51
1717,2,2.96,0.0,0.5,2025-07-31 02:50:39,24:FD:0D:D7:17:4A,-49
1718,1,8.26,0.78,0.57,2025-07-31 02:50:41,24:FD:0D:D7:17:4A,-51
1719,2,2.96,0.0,0.5,2025-07-31 02:50:47,24:FD:0D:D7:17:4A,-49
1720,1,8.26,0.78,0.57,2025-07-31 02:50:50,24:FD:0D:D7:17:4A,-49
1721,2,2.96,0.0,0.5,2025-07-31 02:50:56,24:FD:0D:D7:17:4A,-49
1722,1,8.26,0.78,0.57,2025-07-31 02:50:59,24:FD:0D:D7:17:4A,-51
1723,2,2.96,0.0,0.5,2025-07-31 02:51:05,24:FD:0D:D7:17:4A,-54
1724,1,8.26,0.78,0.57,2025-07-31 02:51:08,24:FD:0D:D7:17:4A,-49
1725,2,2.96,0.0,0.5,2025-07-31 02:51:14,24:FD:0D:D7:17:4A,-54
1726,1,8.26,0.78,0.57,2025-07-31 02:51:17,24:FD:0D:D7:17:4A,-51
1727,2,2.96,0.0,0.5,2025-07-31 02:51:22,24:FD:0D:D7:17:4A,-54
1728,1,8.26,0.78,0.57,2025-07-31 02:51:26,24:FD:0D:D7:17:4A,-49
1729,2,2.96,0.0,0.5,2025-07-31 02:51:32,24:FD:0D:D7:17:4A,-54
1730,1,8.26,0.78,0.57,2025-07-31 02:51:35,24:FD:0D:D7:17:4A,-51
1731,2,2.96,0.0,0.5,2025-07-31 02:51:41,24:FD:0D:D7:17:4A,-54
1732,1,8.26,0.78,0.57,2025-07-31 02:51:44,24:FD:0D:D7:17:4A,-51
1733,2,2.96,0.0,0.5,2025-07-31 02:51:49,24:FD:0D:D7:17:4A,-54
1734,1,8.26,0.78,0.57,2025-07-31 02:51:53,24:FD:0D:D7:17:4A,-49
1735,2,2.96,0.0,0.5,2025-07-31 02:51:58,24:FD:0D:D7:17:4A,-49
1736,1,8.26,0.78,0.57,2025-07-31 02:52:02,24:FD:0D:D7:17:4A,-49
1737,2,2.96,0.0,0.5,2025-07-31 02:52:07,24:FD:0D:D7:17:4A,-48
1738,1,8.26,0.78,0.57,2025-07-31 02:52:11,24:FD:0D:D7:17:4A,-49
1739,2,2.96,0.0,0.5,2025-07-31 02:52:15,24:FD:0D:D7:17:4A,-54
1740,1,8.26,0.78,0.57,2025-07-31 02:52:20,24:FD:0D:D7:17:4A,-51
1741,2,2.96,0.0,0.5,2025-07-31 02:52:24,24:FD:0D:D7:17:4A,-48
1742,1,8.26,0.78,0.57,2025-07-31 02:52:28,24:FD:0D:D7:17:4A,-49
1743,2,2.96,0.0,0.5,2025-07-31 02:52:33,24:FD:0D:D7:17:4A,-48
1744,1,8.26,0.78,0.57,2025-07-31 02:52:37,24:FD:0D:D7:17:4A,-51
1745,2,2.96,0.0,0.5,2025-07-31 02:52:42,24:FD:0D:D7:17:4A,-54
1746,1,8.26,0.78,0.57,2025-07-31 02:52:46,24:FD:0D:D7:17:4A,-51
1747,2,2.96,0.0,0.5,2025-07-31 02:52:51,24:FD:0D:D7:17:4A,-49
1748,1,8.26,0.78,0.57,2025-07-31 02:52:55,24:FD:0D:D7:17:4A,-51
1749,2,2.96,0.0,0.5,2025-07-31 02:53:00,24:FD:0D:D7:17:4A,-49
1750,1,8.26,0.78,0.57,2025-07-31 02:53:04,24:FD:0D:D7:17:4A,-49
1751,2,2.96,0.0,0.5,2025-07-31 02:53:09,24:FD:0D:D7:17:4A,-54
1752,1,8.26,0.78,0.57,2025-07-31 02:53:13,24:FD:0D:D7:17:4A,-50
1753,2,2.96,0.0,0.5,2025-07-31 02:53:18,24:FD:0D:D7:17:4A,-48
1754,1,8.26,0.78,0.57,2025-07-31 02:53:21,24:FD:0D:D7:17:4A,-49
1755,2,2.96,0.0,0.5,2025-07-31 02:53:27,24:FD:0D:D7:17:4A,-54
1756,1,8.26,0.78,0.57,2025-07-31 02:53:30,24:FD:0D:D7:17:4A,-51
1757,1,8.26,0.78,0.57,2025-07-31 02:53:39,24:FD:0D:D7:17:4A,-51
1758,1,8.26,0.78,0.57,2025-07-31 02:53:48,24:FD:0D:D7:17:4A,-51
1759,2,2.96,0.0,0.5,2025-07-31 02:53:54,24:FD:0D:D7:17:4A,-50
1760,1,8.26,0.78,0.57,2025-07-31 02:53:57,24:FD:0D:D7:17:4A,-49
1761,2,2.96,0.0,0.5,2025-07-31 02:54:03,24:FD:0D:D7:17:4A,-49
1762,1,8.26,0.78,0.57,2025-07-31 02:54:06,24:FD:0D:D7:17:4A,-51
1763,2,2.96,0.0,0.5,2025-07-31 02:54:11,24:FD:0D:D7:17:4A,-48
1764,1,8.26,0.78,0.57,2025-07-31 02:54:15,24:FD:0D:D7:17:4A,-49
1765,2,2.96,0.0,0.5,2025-07-31 02:54:21,24:FD:0D:D7:17:4A,-48
1766,1,8.26,0.78,0.57,2025-07-31 02:54:23,24:FD:0D:D7:17:4A,-50
1767,2,2.96,0.0,0.5,2025-07-31 02:54:29,24:FD:0D:D7:17:4A,-49
1768,1,8.26,0.78,0.57,2025-07-31 02:54:32,24:FD:0D:D7:17:4A,-51
1769,2,2.96,0.0,0.5,2025-07-31 02:54:38,24:FD:0D:D7:17:4A,-49
1770,1,8.26,0.78,0.57,2025-07-31 02:54:41,24:FD:0D:D7:17:4A,-49
1771,2,2.96,0.0,0.5,2025-07-31 02:54:47,24:FD:0D:D7:17:4A,-48
1772,1,8.26,0.78,0.57,2025-07-31 02:54:50,24:FD:0D:D7:17:4A,-49
1773,2,2.96,0.0,0.5,2025-07-31 02:54:56,24:FD:0D:D7:17:4A,-49
1774,1,8.26,0.78,0.57,2025-07-31 02:54:59,24:FD:0D:D7:17:4A,-49
1775,2,2.96,0.0,0.5,2025-07-31 02:55:05,24:FD:0D:D7:17:4A,-48
1776,1,8.26,0.78,0.57,2025-07-31 02:55:08,24:FD:0D:D7:17:4A,-49
1777,2,2.96,0.0,0.5,2025-07-31 02:55:14,24:FD:0D:D7:17:4A,-56
1778,1,8.26,0.78,0.57,2025-07-31 02:55:17,24:FD:0D:D7:17:4A,-51
1779,2,2.96,0.0,0.5,2025-07-31 02:55:23,24:FD:0D:D7:17:4A,-48
1780,1,8.26,0.78,0.57,2025-07-31 02:55:26,24:FD:0D:D7:17:4A,-51
1781,2,2.96,0.0,0.5,2025-07-31 02:55:32,24:FD:0D:D7:17:4A,-48
1782,1,8.26,0.78,0.57,2025-07-31 02:55:35,24:FD:0D:D7:17:4A,-49
1783,2,2.96,0.0,0.5,2025-07-31 02:55:41,24:FD:0D:D7:17:4A,-48
1784,1,8.26,0.78,0.57,2025-07-31 02:55:44,24:FD:0D:D7:17:4A,-51
1785,2,2.96,0.0,0.5,2025-07-31 02:55:50,24:FD:0D:D7:17:4A,-50
1786,1,8.26,0.78,0.57,2025-07-31 02:55:53,24:FD:0D:D7:17:4A,-51
1787,2,2.96,0.0,0.5,2025-07-31 02:55:58,24:FD:0D:D7:17:4A,-55
1788,1,8.26,0.78,0.57,2025-07-31 02:56:02,24:FD:0D:D7:17:4A,-51
1789,1,8.26,0.78,0.57,2025-07-31 02:56:11,24:FD:0D:D7:17:4A,-49
1790,2,2.96,0.0,0.5,2025-07-31 02:56:16,24:FD:0D:D7:17:4A,-49
1791,1,8.26,0.78,0.57,2025-07-31 02:56:20,24:FD:0D:D7:17:4A,-50
1792,2,2.96,0.0,0.5,2025-07-31 02:56:25,24:FD:0D:D7:17:4A,-54
1793,1,8.26,0.78,0.57,2025-07-31 02:56:28,24:FD:0D:D7:17:4A,-49
1794,2,2.96,0.0,0.5,2025-07-31 02:56:33,24:FD:0D:D7:17:4A,-49
1795,1,8.26,0.78,0.57,2025-07-31 02:56:37,24:FD:0D:D7:17:4A,-49
1796,2,2.96,0.0,0.5,2025-07-31 02:56:42,24:FD:0D:D7:17:4A,-49
1797,1,8.26,0.78,0.57,2025-07-31 02:56:46,24:FD:0D:D7:17:4A,-49
1798,2,2.96,0.0,0.5,2025-07-31 02:56:51,24:FD:0D:D7:17:4A,-55
1799,1,8.26,0.78,0.57,2025-07-31 02:56:55,24:FD:0D:D7:17:4A,-51
1800,2,2.96,0.0,0.5,2025-07-31 02:57:00,24:FD:0D:D7:17:4A,-49
1801,1,8.26,0.78,0.57,2025-07-31 02:57:04,24:FD:0D:D7:17:4A,-51
1802,2,2.96,0.0,0.5,2025-07-31 02:57:09,24:FD:0D:D7:17:4A,-49
1803,1,8.26,0.78,0.57,2025-07-31 02:57:13,24:FD:0D:D7:17:4A,-49
1804,2,2.96,0.0,0.5,2025-07-31 02:57:18,24:FD:0D:D7:17:4A,-55
1805,1,8.26,0.78,0.57,2025-07-31 02:57:21,24:FD:0D:D7:17:4A,-49
1806,2,2.96,0.0,0.5,2025-07-31 02:57:26,24:FD:0D:D7:17:4A,-55
1807,1,8.26,0.78,0.57,2025-07-31 02:57:30,24:FD:0D:D7:17:4A,-50
1808,2,2.96,0.0,0.5,2025-07-31 02:57:35,24:FD:0D:D7:17:4A,-57
1809,1,8.26,0.78,0.57,2025-07-31 02:57:39,24:FD:0D:D7:17:4A,-49
1810,2,2.96,0.0,0.5,2025-07-31 02:57:44,24:FD:0D:D7:17:4A,-49
1811,1,8.26,0.78,0.57,2025-07-31 02:57:48,24:FD:0D:D7:17:4A,-51
1812,2,2.96,0.0,0.5,2025-07-31 02:57:53,24:FD:0D:D7:17:4A,-55
1813,1,8.26,0.78,0.57,2025-07-31 02:57:57,24:FD:0D:D7:17:4A,-51
1814,2,2.96,0.0,0.5,2025-07-31 02:58:02,24:FD:0D:D7:17:4A,-55
1815,1,8.26,0.78,0.57,2025-07-31 02:58:06,24:FD:0D:D7:17:4A,-49
1816,2,2.96,0.0,0.5,2025-07-31 02:58:11,24:FD:0D:D7:17:4A,-55
1817,1,8.26,0.78,0.57,2025-07-31 02:58:14,24:FD:0D:D7:17:4A,-51
1818,1,8.26,0.78,0.57,2025-07-31 02:58:23,24:FD:0D:D7:17:4A,-51
1819,2,2.96,0.0,0.5,2025-07-31 02:58:29,24:FD:0D:D7:17:4A,-55
1820,1,8.26,0.78,0.57,2025-07-31 02:58:32,24:FD:0D:D7:17:4A,-49
1821,2,2.96,0.0,0.5,2025-07-31 02:58:38,24:FD:0D:D7:17:4A,-55
1822,1,8.26,0.78,0.57,2025-07-31 02:58:41,24:FD:0D:D7:17:4A,-51
1823,2,2.96,0.0,0.5,2025-07-31 02:58:46,24:FD:0D:D7:17:4A,-55
1824,1,8.26,0.78,0.57,2025-07-31 02:58:50,24:FD:0D:D7:17:4A,-49
1825,2,2.96,0.0,0.5,2025-07-31 02:58:56,24:FD:0D:D7:17:4A,-55
1826,1,8.26,0.78,0.57,2025-07-31 02:58:59,24:FD:0D:D7:17:4A,-49
1827,2,2.96,0.0,0.5,2025-07-31 02:59:05,24:FD:0D:D7:17:4A,-49
1828,1,8.26,0.78,0.57,2025-07-31 02:59:08,24:FD:0D:D7:17:4A,-51
1829,2,2.96,0.0,0.5,2025-07-31 02:59:13,24:FD:0D:D7:17:4A,-49
1830,1,8.26,0.78,0.57,2025-07-31 02:59:17,24:FD:0D:D7:17:4A,-49
1831,2,2.96,0.0,0.5,2025-07-31 02:59:23,24:FD:0D:D7:17:4A,-49
1832,1,8.26,0.78,0.57,2025-07-31 02:59:25,24:FD:0D:D7:17:4A,-49
1833,2,2.96,0.0,0.5,2025-07-31 02:59:32,24:FD:0D:D7:17:4A,-54
1834,1,8.26,0.78,0.57,2025-07-31 02:59:35,24:FD:0D:D7:17:4A,-49
1835,2,2.96,0.0,0.5,2025-07-31 02:59:41,24:FD:0D:D7:17:4A,-55
1836,1,8.26,0.78,0.57,2025-07-31 02:59:44,24:FD:0D:D7:17:4A,-49
1837,2,2.96,0.0,0.5,2025-07-31 02:59:50,24:FD:0D:D7:17:4A,-49
1838,1,8.26,0.78,0.57,2025-07-31 02:59:52,24:FD:0D:D7:17:4A,-51
1839,2,2.96,0.0,0.5,2025-07-31 02:59:59,24:FD:0D:D7:17:4A,-49
1840,1,8.26,0.78,0.57,2025-07-31 03:00:02,24:FD:0D:D7:17:4A,-51
1841,2,2.96,0.0,0.5,2025-07-31 03:00:08,24:FD:0D:D7:17:4A,-55
1842,1,8.26,0.78,0.57,2025-07-31 03:00:10,24:FD:0D:D7:17:4A,-50
1843,2,2.96,0.0,0.5,2025-07-31 03:00:16,24:FD:0D:D7:17:4A,-55
1844,1,8.26,0.78,0.57,2025-07-31 03:00:19,24:FD:0D:D7:17:4A,-51
1845,2,2.96,0.0,0.5,2025-07-31 03:00:26,24:FD:0D:D7:17:4A,-55
1846,1,8.26,0.78,0.57,2025-07-31 03:00:28,24:FD:0D:D7:17:4A,-50
1847,2,2.96,0.0,0.5,2025-07-31 03:00:34,24:FD:0D:D7:17:4A,-49
1848,1,8.26,0.78,0.57,2025-07-31 03:00:37,24:FD:0D:D7:17:4A,-51
1849,2,2.96,0.0,0.5,2025-07-31 03:00:43,24:FD:0D:D7:17:4A,-50
1850,1,8.26,0.78,0.57,2025-07-31 03:00:46,24:FD:0D:D7:17:4A,-49
1851,2,2.96,0.0,0.5,2025-07-31 03:00:52,24:FD:0D:D7:17:4A,-49
1852,1,8.26,0.78,0.57,2025-07-31 03:00:55,24:FD:0D:D7:17:4A,-51
1853,2,2.96,0.0,0.5,2025-07-31 03:01:01,24:FD:0D:D7:17:4A,-49
1854,1,8.26,0.78,0.57,2025-07-31 03:01:04,24:FD:0D:D7:17:4A,-49
1855,2,2.96,0.0,0.5,2025-07-31 03:01:10,24:FD:0D:D7:17:4A,-48
1856,1,8.26,0.78,0.57,2025-07-31 03:01:13,24:FD:0D:D7:17:4A,-49
1857,2,2.96,0.0,0.5,2025-07-31 03:01:18,24:FD:0D:D7:17:4A,-50
1858,1,8.26,0.78,0.57,2025-07-31 03:01:22,24:FD:0D:D7:17:4A,-49
1859,2,2.96,0.0,0.5,2025-07-31 03:01:27,24:FD:0D:D7:17:4A,-54
1860,1,8.26,0.78,0.57,2025-07-31 03:01:31,24:FD:0D:D7:17:4A,-49
1861,2,2.96,0.0,0.5,2025-07-31 03:01:36,24:FD:0D:D7:17:4A,-54
1862,1,8.26,0.78,0.57,2025-07-31 03:01:40,24:FD:0D:D7:17:4A,-49
1863,2,2.96,0.0,0.5,2025-07-31 03:01:45,24:FD:0D:D7:17:4A,-48
1864,1,8.26,0.78,0.57,2025-07-31 03:01:49,24:FD:0D:D7:17:4A,-49
1865,2,2.96,0.0,0.5,2025-07-31 03:01:54,24:FD:0D:D7:17:4A,-50
1866,1,8.26,0.78,0.57,2025-07-31 03:01:58,24:FD:0D:D7:17:4A,-51
1867,2,2.96,0.0,0.5,2025-07-31 03:02:02,24:FD:0D:D7:17:4A,-54
1868,1,8.26,0.78,0.57,2025-07-31 03:02:07,24:FD:0D:D7:17:4A,-49
1869,2,2.96,0.0,0.5,2025-07-31 03:02:11,24:FD:0D:D7:17:4A,-54
1870,1,8.26,0.78,0.57,2025-07-31 03:02:16,24:FD:0D:D7:17:4A,-49
1871,2,2.96,0.0,0.5,2025-07-31 03:02:20,24:FD:0D:D7:17:4A,-49
1872,1,8.26,0.78,0.57,2025-07-31 03:02:25,24:FD:0D:D7:17:4A,-51
1873,2,2.96,0.0,0.5,2025-07-31 03:02:29,24:FD:0D:D7:17:4A,-49
1874,1,8.26,0.78,0.57,2025-07-31 03:02:34,24:FD:0D:D7:17:4A,-49
1875,2,2.96,0.0,0.5,2025-07-31 03:02:38,24:FD:0D:D7:17:4A,-54
1876,1,8.26,0.78,0.57,2025-07-31 03:02:43,24:FD:0D:D7:17:4A,-49
1877,2,2.96,0.0,0.5,2025-07-31 03:02:47,24:FD:0D:D7:17:4A,-54
1878,1,8.26,0.78,0.57,2025-07-31 03:02:52,24:FD:0D:D7:17:4A,-49
1879,2,2.96,0.0,0.5,2025-07-31 03:02:56,24:FD:0D:D7:17:4A,-48
1880,1,8.26,0.78,0.57,2025-07-31 03:03:01,24:FD:0D:D7:17:4A,-49
1881,2,2.96,0.0,0.5,2025-07-31 03:03:05,24:FD:0D:D7:17:4A,-54
1882,1,8.26,0.78,0.57,2025-07-31 03:03:10,24:FD:0D:D7:17:4A,-51
1883,2,2.96,0.0,0.5,2025-07-31 03:03:14,24:FD:0D:D7:17:4A,-49
1884,1,8.26,0.78,0.57,2025-07-31 03:03:19,24:FD:0D:D7:17:4A,-49
1885,2,2.96,0.0,0.5,2025-07-31 03:03:23,24:FD:0D:D7:17:4A,-54
1886,1,8.26,0.78,0.57,2025-07-31 03:03:29,24:FD:0D:D7:17:4A,-49
1887,2,2.96,0.0,0.5,2025-07-31 03:03:31,24:FD:0D:D7:17:4A,-49
1888,1,8.26,0.78,0.57,2025-07-31 03:03:38,24:FD:0D:D7:17:4A,-49
1889,2,2.96,0.0,0.5,2025-07-31 03:03:40,24:FD:0D:D7:17:4A,-54
1890,1,8.26,0.78,0.57,2025-07-31 03:03:46,24:FD:0D:D7:17:4A,-49
1891,2,2.96,0.0,0.5,2025-07-31 03:03:49,24:FD:0D:D7:17:4A,-48
1892,1,8.26,0.78,0.57,2025-07-31 03:03:55,24:FD:0D:D7:17:4A,-51
1893,2,2.96,0.0,0.5,2025-07-31 03:03:58,24:FD:0D:D7:17:4A,-49
1894,1,8.26,0.78,0.57,2025-07-31 03:04:04,24:FD:0D:D7:17:4A,-51
1895,2,2.96,0.0,0.5,2025-07-31 03:04:07,24:FD:0D:D7:17:4A,-54
1896,1,8.26,0.78,0.57,2025-07-31 03:04:14,24:FD:0D:D7:17:4A,-50
1897,2,2.96,0.0,0.5,2025-07-31 03:04:16,24:FD:0D:D7:17:4A,-54
1898,1,8.26,0.78,0.57,2025-07-31 03:04:22,24:FD:0D:D7:17:4A,-51
1899,2,2.96,0.0,0.5,2025-07-31 03:04:25,24:FD:0D:D7:17:4A,-49
1900,1,8.26,0.78,0.57,2025-07-31 03:04:32,24:FD:0D:D7:17:4A,-49
1901,2,2.96,0.0,0.5,2025-07-31 03:04:34,24:FD:0D:D7:17:4A,-54
1902,1,8.26,0.78,0.57,2025-07-31 03:04:41,24:FD:0D:D7:17:4A,-51
1903,2,2.96,0.0,0.5,2025-07-31 03:04:43,24:FD:0D:D7:17:4A,-48
1904,1,8.26,0.78,0.57,2025-07-31 03:04:49,24:FD:0D:D7:17:4A,-49
1905,2,2.96,0.0,0.5,2025-07-31 03:04:52,24:FD:0D:D7:17:4A,-49
1906,1,8.26,0.78,0.57,2025-07-31 03:04:59,24:FD:0D:D7:17:4A,-51
1907,2,2.96,0.0,0.5,2025-07-31 03:05:00,24:FD:0D:D7:17:4A,-54
1908,1,8.26,0.78,0.57,2025-07-31 03:05:08,24:FD:0D:D7:17:4A,-51
